6250,51510,Angel Rodriguez,1987,30.06.2005,NA,NA,0,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0
31895,227961,Jaime Mata Arnaiz,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
6886,174344,Faycal Fajr,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
6346,138803,Francisco Portillo Soler,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,0.00447581,0.0799679,16
3011,28285,Daniel Pacheco Lobato,1991,30.06.2009,NA,NA,0,30.06.2010,0.0502487,0.149781,85,30.06.2011,0.0282156,0.105862,555
6770,129515,Chuli,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
6527,74230,Pablo Sarabia,1992,30.06.2010,NA,NA,0,30.06.2011,0.0201189,0.140184,2630,30.06.2012,0.021714,0.115075,3792
6855,165467,Stole Dimitrievski,1993,30.06.2011,-0.145549,0.0237512,95,30.06.2012,-0.155526,-0.0100491,737,30.06.2013,-0.140638,-0.0248104,1018
3653,85289,Jordi Amat Maas,1992,30.06.2010,-0.0624593,0.0761214,389,30.06.2011,-0.0423812,0.0725879,2562,30.06.2012,0.00829192,0.0979019,3325
2991,74297,Gael Kakuta,1991,30.06.2009,NA,NA,0,30.06.2010,0.0875111,0.207572,149,30.06.2011,0.0641038,0.152166,715
6522,182963,Alhassane Bangoura,1992,30.06.2010,NA,NA,0,30.06.2011,-0.0454291,0.0704392,65,30.06.2012,-0.0423336,0.0479383,1774
6901,106837,Abdoulaye,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
5969,30321,Oscar Trejo,1988,30.06.2006,NA,NA,0,30.06.2007,-0.00298933,0.117099,94,30.06.2008,0.0439278,0.121043,458
6732,257062,Alvaro Garcia,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
6774,288318,Adrian Embarba Blazquez,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
6928,193098,Alexandre Moreno Lopera,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,-0.110345,-0.0129745,1352
21885,229604,Geronimo Rulli,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
6373,142419,Raul Navas,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
6463,59344,Asier Illarramendi Andonegu,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,-0.0313788,0.0391566,67
6565,99352,Ruben Pardo,1992,30.06.2010,NA,NA,0,30.06.2011,-0.0842232,0.0507119,1204,30.06.2012,-0.0451775,0.0628557,2754
6340,126737,Juanmi,1993,30.06.2011,-0.056196,0.0969067,677,30.06.2012,-0.0265253,0.101798,826,30.06.2013,-0.0359707,0.0537445,1989
6850,122155,Willian Jose,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
6714,246291,Diego Llorente,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,0.00553626,0.104235,2498
6529,51046,Hector Moreno,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
6805,197135,Joseba Zaldua Bengoetxea,1992,30.06.2010,NA,NA,0,30.06.2011,-0.0891565,0.0353048,25,30.06.2012,-0.102805,-0.00620822,1374
